perf_id,airfoil_id,version_id,alpha_deg,reynolds_number,cl,cd,cm,source_type,is_anomaly
729,b737b,1,6,50000,0.583395,0.016550,-0.047968,generated_synthetic,0
730,b737b,1,8,50000,0.762269,0.023046,-0.051395,generated_synthetic,0
731,b737b,1,10,50000,0.951991,0.031694,-0.054926,generated_synthetic,0
732,b737b,1,12,50000,1.130773,0.044122,-0.059661,generated_synthetic,0
733,b737b,1,14,50000,1.083273,0.052450,-0.064262,generated_synthetic,0
734,b737b,1,16,50000,1.032585,0.059014,-0.067682,generated_synthetic,0
735,b737b,1,18,50000,1.030252,0.066534,-0.072728,generated_synthetic,0
736,b737b,1,-10,100000,-0.973195,0.033476,-0.015081,generated_synthetic,0
737,b737b,1,-8,100000,-0.775671,0.022701,-0.019150,generated_synthetic,0
738,b737b,1,-6,100000,-0.589634,0.016823,-0.022396,generated_synthetic,0
739,b737b,1,-4,100000,-0.388942,0.012164,-0.026696,generated_synthetic,0
740,b737b,1,-2,100000,-0.194043,0.009006,-0.030975,generated_synthetic,0
741,b737b,1,0,100000,0.000000,0.007974,-0.034983,generated_synthetic,0
742,b737b,1,2,100000,0.198245,0.009070,-0.038400,generated_synthetic,0
743,b737b,1,4,100000,0.388394,0.011748,-0.042659,generated_synthetic,0
744,b737b,1,6,100000,0.583141,0.016165,-0.046257,generated_synthetic,0
745,b737b,1,8,100000,0.791484,0.022999,-0.050867,generated_synthetic,0
746,b737b,1,10,100000,1.001354,0.032598,-0.055116,generated_synthetic,0
747,b737b,1,12,100000,1.158297,0.044140,-0.058779,generated_synthetic,0
748,b737b,1,14,100000,1.165161,0.051996,-0.061961,generated_synthetic,0
749,b737b,1,16,100000,1.021016,0.056582,-0.066658,generated_synthetic,0
750,b737b,1,18,100000,1.047212,0.064789,-0.071821,generated_synthetic,0
751,b737b,1,-10,200000,-1.020389,0.032841,-0.015441,generated_synthetic,0
752,b737b,1,-8,200000,-0.783540,0.024385,-0.019190,generated_synthetic,0
753,b737b,1,-6,200000,-0.588003,0.017352,-0.022787,generated_synthetic,0
754,b737b,1,-4,200000,-0.410391,0.011549,-0.026315,generated_synthetic,0
755,b737b,1,-2,200000,-0.211927,0.008858,-0.030798,generated_synthetic,0
756,b737b,1,0,200000,0.000000,0.008332,-0.034726,generated_synthetic,0
757,b737b,1,2,200000,0.201123,0.008831,-0.038520,generated_synthetic,0
758,b737b,1,4,200000,0.406626,0.012147,-0.042844,generated_synthetic,0
759,b737b,1,6,200000,0.616420,0.017009,-0.046471,generated_synthetic,0
760,b737b,1,8,200000,0.788983,0.023917,-0.051708,generated_synthetic,0
761,b737b,1,10,200000,0.989818,0.032148,-0.054532,generated_synthetic,0
762,b737b,1,12,200000,1.189203,0.045737,-0.059514,generated_synthetic,0
763,b737b,1,14,200000,1.173973,0.053227,-0.062519,generated_synthetic,0
764,b737b,1,16,200000,1.130794,0.054634,-0.066504,generated_synthetic,0
765,b737b,1,18,200000,1.065183,0.064559,-0.071757,generated_synthetic,0
766,b737b,1,-10,500000,-1.071447,0.033618,-0.014462,generated_synthetic,0
767,b737b,1,-8,500000,-0.837593,0.024680,-0.019162,generated_synthetic,0
768,b737b,1,-6,500000,-0.630051,0.017275,-0.023187,generated_synthetic,0
769,b737b,1,-4,500000,-0.427267,0.012003,-0.027181,generated_synthetic,0
770,b737b,1,-2,500000,-0.219315,0.008847,-0.031097,generated_synthetic,0
771,b737b,1,0,500000,0.000000,0.008222,-0.035084,generated_synthetic,0
772,b737b,1,2,500000,0.211255,0.008904,-0.038876,generated_synthetic,0
773,b737b,1,4,500000,0.433898,0.012471,-0.043181,generated_synthetic,0
774,b737b,1,6,500000,0.641082,0.017938,-0.047515,generated_synthetic,0
775,b737b,1,8,500000,0.845282,0.025271,-0.052059,generated_synthetic,0
776,b737b,1,10,500000,1.041125,0.033446,-0.055322,generated_synthetic,0
777,b737b,1,12,500000,1.241483,0.045350,-0.058069,generated_synthetic,0
778,b737b,1,14,500000,1.244394,0.052359,-0.064238,generated_synthetic,0
779,b737b,1,16,500000,1.138351,0.058333,-0.066389,generated_synthetic,0
780,b737b,1,18,500000,1.143849,0.068575,-0.069940,generated_synthetic,0
781,b737c,1,-10,50000,-0.952880,0.030958,-0.014924,generated_synthetic,0
782,b737c,1,-8,50000,-0.728664,0.023409,-0.018888,generated_synthetic,0
783,b737c,1,-6,50000,-0.568078,0.016826,-0.023040,generated_synthetic,0
784,b737c,1,-4,50000,-0.373529,0.012066,-0.026998,generated_synthetic,0
785,b737c,1,-2,50000,-0.186497,0.009200,-0.030513,generated_synthetic,0
786,b737c,1,0,50000,0.000000,0.008094,-0.035163,generated_synthetic,0
787,b737c,1,2,50000,0.188627,0.008757,-0.039262,generated_synthetic,0
788,b737c,1,4,50000,0.368176,0.011258,-0.043060,generated_synthetic,0
789,b737c,1,6,50000,0.568272,0.016893,-0.046822,generated_synthetic,0
790,b737c,1,8,50000,0.758893,0.023386,-0.051514,generated_synthetic,0
791,b737c,1,10,50000,0.947701,0.032670,-0.053952,generated_synthetic,0
792,b737c,1,12,50000,1.106606,0.042327,-0.056959,generated_synthetic,0
793,b737c,1,14,50000,1.137479,0.049780,-0.063778,generated_synthetic,0
794,b737c,1,16,50000,0.998680,0.055421,-0.068221,generated_synthetic,0
795,b737c,1,18,50000,1.002300,0.069570,-0.069394,generated_synthetic,0
796,b737c,1,-10,100000,-0.972514,0.032114,-0.015109,generated_synthetic,0
797,b737c,1,-8,100000,-0.807126,0.023599,-0.018727,generated_synthetic,0
798,b737c,1,-6,100000,-0.572145,0.017463,-0.022635,generated_synthetic,0
799,b737c,1,-4,100000,-0.394017,0.011577,-0.026400,generated_synthetic,0
800,b737c,1,-2,100000,-0.196536,0.008911,-0.031394,generated_synthetic,0
801,b737c,1,0,100000,0.000000,0.008146,-0.035489,generated_synthetic,0
802,b737c,1,2,100000,0.189990,0.008791,-0.039825,generated_synthetic,0
803,b737c,1,4,100000,0.385727,0.012066,-0.042797,generated_synthetic,0
804,b737c,1,6,100000,0.586288,0.015994,-0.047685,generated_synthetic,0
805,b737c,1,8,100000,0.781029,0.022495,-0.051877,generated_synthetic,0
806,b737c,1,10,100000,0.999079,0.031926,-0.055738,generated_synthetic,0
807,b737c,1,12,100000,1.194936,0.042318,-0.059745,generated_synthetic,0
808,b737c,1,14,100000,1.144760,0.050399,-0.063777,generated_synthetic,0
809,b737c,1,16,100000,1.068901,0.057587,-0.066735,generated_synthetic,0
810,b737c,1,18,100000,1.068610,0.069143,-0.074060,generated_synthetic,0
811,b737c,1,-10,200000,-0.982240,0.032149,-0.015106,generated_synthetic,0
812,b737c,1,-8,200000,-0.794342,0.024079,-0.019202,generated_synthetic,0
813,b737c,1,-6,200000,-0.621826,0.017009,-0.022517,generated_synthetic,0
814,b737c,1,-4,200000,-0.399376,0.012550,-0.027275,generated_synthetic,0
815,b737c,1,-2,200000,-0.205776,0.009100,-0.030787,generated_synthetic,0
816,b737c,1,0,200000,0.000000,0.008040,-0.035194,generated_synthetic,0
817,b737c,1,2,200000,0.197291,0.008638,-0.038924,generated_synthetic,0
818,b737c,1,4,200000,0.402082,0.011884,-0.042532,generated_synthetic,0
819,b737c,1,6,200000,0.603436,0.016610,-0.046613,generated_synthetic,0
820,b737c,1,8,200000,0.812078,0.023856,-0.049792,generated_synthetic,0
821,b737c,1,10,200000,1.021141,0.031940,-0.054131,generated_synthetic,0
822,b737c,1,12,200000,1.208706,0.041460,-0.059229,generated_synthetic,0
823,b737c,1,14,200000,1.160800,0.050908,-0.063711,generated_synthetic,0
824,b737c,1,16,200000,1.071255,0.056304,-0.066485,generated_synthetic,0
825,b737c,1,18,200000,1.075576,0.068599,-0.068959,generated_synthetic,0
826,b737c,1,-10,500000,-1.089848,0.033193,-0.014560,generated_synthetic,0
827,b737c,1,-8,500000,-0.834236,0.026115,-0.019192,generated_synthetic,0
828,b737c,1,-6,500000,-0.632980,0.018347,-0.022468,generated_synthetic,0
829,b737c,1,-4,500000,-0.411721,0.011847,-0.026610,generated_synthetic,0
830,b737c,1,-2,500000,-0.204622,0.009241,-0.030922,generated_synthetic,0
831,b737c,1,0,500000,0.000000,0.008078,-0.034986,generated_synthetic,0
832,b737c,1,2,500000,0.214136,0.009394,-0.039130,generated_synthetic,0
833,b737c,1,4,500000,0.430540,0.011727,-0.042238,generated_synthetic,0
834,b737c,1,6,500000,0.635067,0.016783,-0.048368,generated_synthetic,0
835,b737c,1,8,500000,0.851971,0.025937,-0.049654,generated_synthetic,0
836,b737c,1,10,500000,1.067096,0.034175,-0.054416,generated_synthetic,0
837,b737c,1,12,500000,1.280093,0.046067,-0.059150,generated_synthetic,0
838,b737c,1,14,500000,1.254176,0.050834,-0.063191,generated_synthetic,0
839,b737c,1,16,500000,1.158509,0.060168,-0.066985,generated_synthetic,0
840,b737c,1,18,500000,1.146338,0.068590,-0.071616,generated_synthetic,0
841,b737d,1,-10,50000,-0.973349,0.031285,-0.015090,generated_synthetic,0
842,b737d,1,-8,50000,-0.742271,0.024510,-0.019178,generated_synthetic,0
843,b737d,1,-6,50000,-0.533611,0.016179,-0.023002,generated_synthetic,0
844,b737d,1,-4,50000,-0.372080,0.011970,-0.027642,generated_synthetic,0
845,b737d,1,-2,50000,-0.193826,0.009203,-0.030786,generated_synthetic,0
846,b737d,1,0,50000,0.000000,0.008236,-0.035193,generated_synthetic,0
847,b737d,1,2,50000,0.185545,0.008976,-0.038397,generated_synthetic,0
848,b737d,1,4,50000,0.378489,0.011712,-0.043548,generated_synthetic,0
849,b737d,1,6,50000,0.564692,0.016953,-0.047041,generated_synthetic,0
850,b737d,1,8,50000,0.739261,0.023608,-0.049897,generated_synthetic,0
851,b737d,1,10,50000,0.974278,0.032866,-0.054239,generated_synthetic,0
852,b737d,1,12,50000,1.137882,0.041558,-0.059431,generated_synthetic,0
853,b737d,1,14,50000,1.108509,0.049194,-0.060844,generated_synthetic,0
854,b737d,1,16,50000,1.012180,0.058839,-0.068113,generated_synthetic,0
855,b737d,1,18,50000,0.972729,0.066098,-0.070861,generated_synthetic,0
856,b737d,1,-10,100000,-1.012956,0.032219,-0.014801,generated_synthetic,0
857,b737d,1,-8,100000,-0.779770,0.023980,-0.019108,generated_synthetic,0
858,b737d,1,-6,100000,-0.607568,0.016807,-0.022736,generated_synthetic,0
859,b737d,1,-4,100000,-0.387387,0.012902,-0.026665,generated_synthetic,0
860,b737d,1,-2,100000,-0.190164,0.009448,-0.031148,generated_synthetic,0
861,b737d,1,0,100000,0.000000,0.007778,-0.033335,generated_synthetic,0
862,b737d,1,2,100000,0.193817,0.009145,-0.040345,generated_synthetic,0
863,b737d,1,4,100000,0.387575,0.011632,-0.042637,generated_synthetic,0
864,b737d,1,6,100000,0.591521,0.016699,-0.046205,generated_synthetic,0
865,b737d,1,8,100000,0.786120,0.023689,-0.050964,generated_synthetic,0
866,b737d,1,10,100000,0.991125,0.032277,-0.055846,generated_synthetic,0
867,b737d,1,12,100000,1.149090,0.044337,-0.060248,generated_synthetic,0
868,b737d,1,14,100000,1.145518,0.049536,-0.062669,generated_synthetic,0
869,b737d,1,16,100000,1.031514,0.003024,-0.066360,generated_synthetic,1
870,b737d,1,18,100000,1.063384,0.068251,-0.071157,generated_synthetic,0
871,b737d,1,-10,200000,-1.017382,0.033644,-0.014845,generated_synthetic,0
872,b737d,1,-8,200000,-0.804212,0.024338,-0.018531,generated_synthetic,0
873,b737d,1,-6,200000,-0.624955,0.017464,-0.022661,generated_synthetic,0
874,b737d,1,-4,200000,-0.410601,0.012193,-0.027267,generated_synthetic,0
875,b737d,1,-2,200000,-0.203714,0.008995,-0.031062,generated_synthetic,0
876,b737d,1,0,200000,0.000000,0.007943,-0.035041,generated_synthetic,0
877,b737d,1,2,200000,0.205187,0.008910,-0.038916,generated_synthetic,0
878,b737d,1,4,200000,0.406510,0.012411,-0.043166,generated_synthetic,0
879,b737d,1,6,200000,0.609772,0.016434,-0.045475,generated_synthetic,0
880,b737d,1,8,200000,0.796317,0.022341,-0.049973,generated_synthetic,0
881,b737d,1,10,200000,1.032523,0.033263,-0.055520,generated_synthetic,0
882,b737d,1,12,200000,1.189509,0.043811,-0.059527,generated_synthetic,0
883,b737d,1,14,200000,1.177746,0.052642,-0.063366,generated_synthetic,0
884,b737d,1,16,200000,1.096840,0.057191,-0.068009,generated_synthetic,0
885,b737d,1,18,200000,1.088927,0.068836,-0.070488,generated_synthetic,0
886,b737d,1,-10,500000,-1.025709,0.034153,-0.015095,generated_synthetic,0
887,b737d,1,-8,500000,-0.866383,0.024803,-0.019214,generated_synthetic,0
888,b737d,1,-6,500000,-0.624805,0.017151,-0.023746,generated_synthetic,0
889,b737d,1,-4,500000,-0.426225,0.012143,-0.027097,generated_synthetic,0
890,b737d,1,-2,500000,-0.214636,0.008977,-0.030406,generated_synthetic,0
891,b737d,1,0,500000,0.000000,0.007939,-0.036114,generated_synthetic,0
892,b737d,1,2,500000,0.215839,0.009213,-0.039331,generated_synthetic,0
893,b737d,1,4,500000,0.424300,0.012441,-0.042624,generated_synthetic,0
894,b737d,1,6,500000,0.637132,0.017394,-0.049077,generated_synthetic,0
895,b737d,1,8,500000,0.862448,0.024504,-0.051273,generated_synthetic,0
896,b737d,1,10,500000,1.070540,0.033629,-0.055346,generated_synthetic,0
897,b737d,1,12,500000,1.278000,0.043938,-0.058988,generated_synthetic,0
898,b737d,1,14,500000,1.229306,0.051056,-0.062501,generated_synthetic,0
899,b737d,1,16,500000,1.176175,0.063128,-0.068092,generated_synthetic,0
900,b737d,1,18,500000,1.170317,0.066522,-0.072505,generated_synthetic,0
901,clarky,1,-10,50000,-0.924450,0.032867,-0.015369,generated_synthetic,0
902,clarky,1,-8,50000,-0.739830,0.022993,-0.019108,generated_synthetic,0
903,clarky,1,-6,50000,-0.560937,0.016788,-0.023517,generated_synthetic,0
904,clarky,1,-4,50000,-0.384878,0.012212,-0.026239,generated_synthetic,0
905,clarky,1,-2,50000,-0.194026,0.009024,-0.031042,generated_synthetic,0
906,clarky,1,0,50000,0.000000,0.007932,-0.033880,generated_synthetic,0
907,clarky,1,2,50000,0.188878,0.008404,-0.038277,generated_synthetic,0
908,clarky,1,4,50000,0.371203,0.012034,-0.042303,generated_synthetic,0
909,clarky,1,6,50000,0.562920,0.016125,-0.046804,generated_synthetic,0
910,clarky,1,8,50000,0.744215,0.023867,-0.051331,generated_synthetic,0
911,clarky,1,10,50000,0.960674,0.031012,-0.055701,generated_synthetic,0
912,clarky,1,12,50000,1.083173,0.042894,-0.059023,generated_synthetic,0
913,clarky,1,14,50000,1.090437,0.049880,-0.062615,generated_synthetic,0
914,clarky,1,16,50000,1.042188,0.057372,-0.066333,generated_synthetic,0
915,clarky,1,18,50000,0.987540,0.065806,-0.072041,generated_synthetic,0
916,clarky,1,-10,100000,-0.962416,0.032674,-0.014999,generated_synthetic,0
917,clarky,1,-8,100000,-0.783333,0.024624,-0.018843,generated_synthetic,0
918,clarky,1,-6,100000,-0.593834,0.017154,-0.023441,generated_synthetic,0
919,clarky,1,-4,100000,-0.385947,0.012068,-0.026928,generated_synthetic,0
920,clarky,1,-2,100000,-0.190680,0.009135,-0.030901,generated_synthetic,0
921,clarky,1,0,100000,0.000000,0.007958,-0.035443,generated_synthetic,0
922,clarky,1,2,100000,0.194037,0.009247,-0.040098,generated_synthetic,0
923,clarky,1,4,100000,0.377470,0.011768,-0.043011,generated_synthetic,0
924,clarky,1,6,100000,0.587188,0.017113,-0.047246,generated_synthetic,0
925,clarky,1,8,100000,0.784255,0.023456,-0.051951,generated_synthetic,0
926,clarky,1,10,100000,0.973760,0.032792,-0.054411,generated_synthetic,0
927,clarky,1,12,100000,1.187001,0.043784,-0.058640,generated_synthetic,0
928,clarky,1,14,100000,1.129005,0.049290,-0.063616,generated_synthetic,0
929,clarky,1,16,100000,1.048229,0.059416,-0.067692,generated_synthetic,0
930,clarky,1,18,100000,1.057976,0.068669,-0.071838,generated_synthetic,0
931,clarky,1,-10,200000,-0.998807,0.031850,-0.014910,generated_synthetic,0
932,clarky,1,-8,200000,-0.776684,0.024796,-0.019094,generated_synthetic,0
933,clarky,1,-6,200000,-0.590365,0.017544,-0.023258,generated_synthetic,0
934,clarky,1,-4,200000,-0.409512,0.011539,-0.027175,generated_synthetic,0
935,clarky,1,-2,200000,-0.207323,0.008789,-0.030709,generated_synthetic,0
936,clarky,1,0,200000,0.000000,0.008033,-0.035421,generated_synthetic,0
937,clarky,1,2,200000,0.200519,0.009403,-0.038945,generated_synthetic,0
938,clarky,1,4,200000,0.406273,0.012120,-0.043804,generated_synthetic,0
939,clarky,1,6,200000,0.609483,0.016943,-0.047512,generated_synthetic,0
940,clarky,1,8,200000,0.801212,0.023814,-0.050296,generated_synthetic,0
941,clarky,1,10,200000,1.019416,0.034859,-0.056331,generated_synthetic,0
942,clarky,1,12,200000,1.266875,0.045273,-0.058239,generated_synthetic,0
943,clarky,1,14,200000,1.203910,0.053820,-0.063777,generated_synthetic,0
944,clarky,1,16,200000,1.115311,0.059049,-0.066325,generated_synthetic,0
945,clarky,1,18,200000,1.120380,0.070806,-0.072823,generated_synthetic,0
946,clarky,1,-10,500000,-1.027284,0.032035,-0.014940,generated_synthetic,0
947,clarky,1,-8,500000,-0.819939,0.023538,-0.019273,generated_synthetic,0
948,clarky,1,-6,500000,-0.617764,0.016820,-0.022529,generated_synthetic,0
949,clarky,1,-4,500000,-0.420586,0.012039,-0.027515,generated_synthetic,0
950,clarky,1,-2,500000,-0.205999,0.009009,-0.031351,generated_synthetic,0
951,clarky,1,0,500000,0.000000,0.008166,-0.035628,generated_synthetic,0
952,clarky,1,2,500000,0.215032,0.009031,-0.038831,generated_synthetic,0
953,clarky,1,4,500000,0.421262,0.011808,-0.042603,generated_synthetic,0
954,clarky,1,6,500000,0.673235,0.017607,-0.046673,generated_synthetic,0
955,clarky,1,8,500000,0.829505,0.025313,-0.049254,generated_synthetic,0
956,clarky,1,10,500000,1.046799,0.033660,-0.055692,generated_synthetic,0
957,clarky,1,12,500000,1.264021,0.047005,-0.059396,generated_synthetic,0
958,clarky,1,14,500000,1.265289,0.051692,-0.062325,generated_synthetic,0
959,clarky,1,16,500000,1.173794,0.059669,-0.069021,generated_synthetic,0
960,clarky,1,18,500000,1.091371,0.070512,-0.072392,generated_synthetic,0
961,clarkyh,1,-10,50000,-0.943744,0.032476,-0.014934,generated_synthetic,0
962,clarkyh,1,-8,50000,-0.733765,0.022774,-0.019270,generated_synthetic,0
963,clarkyh,1,-6,50000,-0.569450,0.015889,-0.022881,generated_synthetic,0
964,clarkyh,1,-4,50000,-0.374282,0.012149,-0.027742,generated_synthetic,0
965,clarkyh,1,-2,50000,-0.196718,0.009420,-0.031219,generated_synthetic,0
966,clarkyh,1,0,50000,0.000000,0.007775,-0.036165,generated_synthetic,0
967,clarkyh,1,2,50000,0.189100,0.008937,-0.038931,generated_synthetic,0
968,clarkyh,1,4,50000,0.384456,0.011842,-0.042798,generated_synthetic,0
969,clarkyh,1,6,50000,0.571480,0.016164,-0.047682,generated_synthetic,0
970,clarkyh,1,8,50000,0.771466,0.023302,-0.049264,generated_synthetic,0
971,clarkyh,1,10,50000,0.962499,0.032898,-0.054586,generated_synthetic,0
972,clarkyh,1,12,50000,1.186968,0.042340,-0.059070,generated_synthetic,0
973,clarkyh,1,14,50000,1.088428,0.051068,-0.062108,generated_synthetic,0
974,clarkyh,1,16,50000,1.015607,0.061470,-0.065960,generated_synthetic,0
975,clarkyh,1,18,50000,0.998999,0.069623,-0.069424,generated_synthetic,0
976,clarkyh,1,-10,100000,-0.952066,0.032173,-0.014748,generated_synthetic,0
977,clarkyh,1,-8,100000,-0.753803,0.024092,-0.019157,generated_synthetic,0
978,clarkyh,1,-6,100000,-0.595476,0.016971,-0.022195,generated_synthetic,0
979,clarkyh,1,-4,100000,-0.405678,0.012397,-0.027332,generated_synthetic,0
980,clarkyh,1,-2,100000,-0.197305,0.008908,-0.031388,generated_synthetic,0
981,clarkyh,1,0,100000,0.000000,0.008175,-0.035350,generated_synthetic,0
982,clarkyh,1,2,100000,0.200247,0.008667,-0.039776,generated_synthetic,0
983,clarkyh,1,4,100000,0.390818,0.011943,-0.043046,generated_synthetic,0
984,clarkyh,1,6,100000,0.593195,0.016369,-0.047444,generated_synthetic,0
985,clarkyh,1,8,100000,0.785834,0.022944,-0.050379,generated_synthetic,0
986,clarkyh,1,10,100000,0.938997,0.033106,-0.055313,generated_synthetic,0
987,clarkyh,1,12,100000,1.176251,0.043833,-0.060159,generated_synthetic,0
988,clarkyh,1,14,100000,1.124476,0.050132,-0.063437,generated_synthetic,0
989,clarkyh,1,16,100000,1.087600,0.057994,-0.065884,generated_synthetic,0
990,clarkyh,1,18,100000,1.082726,0.068040,-0.070611,generated_synthetic,0
991,clarkyh,1,-10,200000,-1.040136,0.035714,-0.014770,generated_synthetic,0
992,clarkyh,1,-8,200000,-0.828945,0.024973,-0.018801,generated_synthetic,0
993,clarkyh,1,-6,200000,-0.589873,0.017362,-0.023136,generated_synthetic,0
994,clarkyh,1,-4,200000,-0.404283,0.012292,-0.027366,generated_synthetic,0
995,clarkyh,1,-2,200000,-0.195172,0.009067,-0.030408,generated_synthetic,0
996,clarkyh,1,0,200000,0.000000,0.008168,-0.035186,generated_synthetic,0
997,clarkyh,1,2,200000,0.209160,0.009602,-0.039175,generated_synthetic,0
998,clarkyh,1,4,200000,0.403157,0.011895,-0.043360,generated_synthetic,0
999,clarkyh,1,6,200000,0.621380,0.017200,-0.046901,generated_synthetic,0
1000,clarkyh,1,8,200000,0.818690,0.024374,-0.050406,generated_synthetic,0
1001,clarkyh,1,10,200000,1.021163,0.034553,-0.054915,generated_synthetic,0
1002,clarkyh,1,12,200000,1.201274,0.041905,-0.059341,generated_synthetic,0
1003,clarkyh,1,14,200000,1.218568,0.050224,-0.062363,generated_synthetic,0
1004,clarkyh,1,16,200000,1.062139,0.055957,-0.067457,generated_synthetic,0
1005,clarkyh,1,18,200000,1.114632,0.066978,-0.068471,generated_synthetic,0
1006,clarkyh,1,-10,500000,-1.078945,0.034355,-0.015060,generated_synthetic,0
1007,clarkyh,1,-8,500000,-0.817919,0.024668,-0.018897,generated_synthetic,0
1008,clarkyh,1,-6,500000,-0.633484,0.017585,-0.023307,generated_synthetic,0
1009,clarkyh,1,-4,500000,-0.421846,0.012212,-0.026766,generated_synthetic,0
1010,clarkyh,1,-2,500000,-0.211174,0.009207,-0.030739,generated_synthetic,0
1011,clarkyh,1,0,500000,0.000000,0.007927,-0.035089,generated_synthetic,0
1012,clarkyh,1,2,500000,0.216899,0.009459,-0.039126,generated_synthetic,0
1013,clarkyh,1,4,500000,0.428948,0.012085,-0.042764,generated_synthetic,0
1014,clarkyh,1,6,500000,0.646313,0.016998,-0.046786,generated_synthetic,0
1015,clarkyh,1,8,500000,0.857220,0.026048,-0.050907,generated_synthetic,0
1016,clarkyh,1,10,500000,1.070591,0.033680,-0.053091,generated_synthetic,0
1017,clarkyh,1,12,500000,1.275445,0.046693,-0.060351,generated_synthetic,0
1018,clarkyh,1,14,500000,1.213335,0.053953,-0.063667,generated_synthetic,0
1019,clarkyh,1,16,500000,1.135503,0.060380,-0.067121,generated_synthetic,0
1020,clarkyh,1,18,500000,1.168151,0.073723,-0.070964,generated_synthetic,0
1021,clarkysm,1,-10,50000,-0.958157,0.032303,-0.015198,generated_synthetic,0
1022,clarkysm,1,-8,50000,-0.760380,0.023211,-0.018781,generated_synthetic,0
1023,clarkysm,1,-6,50000,-0.560196,0.016976,-0.023272,generated_synthetic,0
1024,clarkysm,1,-4,50000,-0.367480,0.012071,-0.026920,generated_synthetic,0
1025,clarkysm,1,-2,50000,-0.186388,0.008738,-0.030870,generated_synthetic,0
1026,clarkysm,1,0,50000,0.000000,0.007802,-0.034976,generated_synthetic,0
1027,clarkysm,1,2,50000,0.186083,0.008541,-0.038671,generated_synthetic,0
1028,clarkysm,1,4,50000,0.389044,0.011736,-0.042975,generated_synthetic,0
1029,clarkysm,1,6,50000,0.565349,0.017263,-0.046236,generated_synthetic,0
1030,clarkysm,1,8,50000,0.737528,0.022577,-0.051002,generated_synthetic,0
1031,clarkysm,1,10,50000,0.933912,0.032613,-0.056415,generated_synthetic,0
1032,clarkysm,1,12,50000,1.142974,0.043784,-0.058716,generated_synthetic,0
1033,clarkysm,1,14,50000,1.105438,0.049102,-0.061816,generated_synthetic,0
1034,clarkysm,1,16,50000,1.040465,0.055658,-0.067916,generated_synthetic,0
1035,clarkysm,1,18,50000,1.036367,0.064627,-0.071577,generated_synthetic,0
1036,clarkysm,1,-10,100000,-0.982309,0.033221,-0.015012,generated_synthetic,0
1037,clarkysm,1,-8,100000,-0.786252,0.023534,-0.019071,generated_synthetic,0
1038,clarkysm,1,-6,100000,-0.591258,0.016883,-0.023325,generated_synthetic,0
1039,clarkysm,1,-4,100000,-0.378378,0.011369,-0.026714,generated_synthetic,0
1040,clarkysm,1,-2,100000,-0.191028,0.009159,-0.031191,generated_synthetic,0
1041,clarkysm,1,0,100000,0.000000,0.007872,-0.035046,generated_synthetic,0
1042,clarkysm,1,2,100000,0.194592,0.009077,-0.039446,generated_synthetic,0
1043,clarkysm,1,4,100000,0.387763,0.012016,-0.043191,generated_synthetic,0
1044,clarkysm,1,6,100000,0.588522,0.015924,-0.046445,generated_synthetic,0
1045,clarkysm,1,8,100000,0.780898,0.023873,-0.051790,generated_synthetic,0
1046,clarkysm,1,10,100000,0.943839,0.031235,-0.053577,generated_synthetic,0
1047,clarkysm,1,12,100000,1.180465,0.042823,-0.058491,generated_synthetic,0
1048,clarkysm,1,14,100000,1.128791,0.050452,-0.062753,generated_synthetic,0
1049,clarkysm,1,16,100000,1.048636,0.056211,-0.066754,generated_synthetic,0
1050,clarkysm,1,18,100000,1.058409,0.068583,-0.072347,generated_synthetic,0
1051,clarkysm,1,-10,200000,-1.025570,0.032950,-0.015331,generated_synthetic,0
1052,clarkysm,1,-8,200000,-0.795199,0.024151,-0.018974,generated_synthetic,0
1053,clarkysm,1,-6,200000,-0.610470,0.017140,-0.022752,generated_synthetic,0
1054,clarkysm,1,-4,200000,-0.394294,0.011863,-0.027121,generated_synthetic,0
1055,clarkysm,1,-2,200000,-0.209654,0.009110,-0.030873,generated_synthetic,0
1056,clarkysm,1,0,200000,0.000000,0.007917,-0.034970,generated_synthetic,0
1057,clarkysm,1,2,200000,0.199253,0.009174,-0.039537,generated_synthetic,0
1058,clarkysm,1,4,200000,0.404029,0.012185,-0.043183,generated_synthetic,0
1059,clarkysm,1,6,200000,0.633281,0.017238,-0.047463,generated_synthetic,0
1060,clarkysm,1,8,200000,0.805285,0.023436,-0.051061,generated_synthetic,0
1061,clarkysm,1,10,200000,1.014391,0.032518,-0.055364,generated_synthetic,0
1062,clarkysm,1,12,200000,1.206202,0.044008,-0.057754,generated_synthetic,0
1063,clarkysm,1,14,200000,1.170686,0.050724,-0.063423,generated_synthetic,0
1064,clarkysm,1,16,200000,1.135290,0.059309,-0.065960,generated_synthetic,0
1065,clarkysm,1,18,200000,1.128077,0.070990,-0.071332,generated_synthetic,0
1066,clarkysm,1,-10,500000,-1.071280,0.034390,-0.015160,generated_synthetic,0
1067,clarkysm,1,-8,500000,-0.836254,0.024987,-0.019076,generated_synthetic,0
1068,clarkysm,1,-6,500000,-0.628820,0.017625,-0.022307,generated_synthetic,0
1069,clarkysm,1,-4,500000,-0.425981,0.012413,-0.027418,generated_synthetic,0
1070,clarkysm,1,-2,500000,-0.210986,0.009240,-0.030694,generated_synthetic,0
1071,clarkysm,1,0,500000,0.000000,0.008350,-0.034508,generated_synthetic,0
1072,clarkysm,1,2,500000,0.206704,0.008910,-0.038618,generated_synthetic,0
